psalm,verse_number,text,compound_sentiment,clean_text,cluster,cluster_label
77,10,"And I say, “It is my grief that the right hand of the Most High has changed.”",0.0,say grief right hand high changed,1,Poetic Metaphors
77,11,I will call to mind the deeds of the Lord; I will remember your wonders of old.,0.0,call mind deeds lord remember wonders old,4,Victory and Power
77,12,"I will meditate on all your work, and muse on your mighty deeds.",0.0,meditate work muse mighty deeds,0,Hopefulness
77,13,"Your way, O God, is holy. What god is so great as our God?",0.8655,way god holy god great god,4,Victory and Power
77,14,You are the God who works wonders; you have displayed your might among the peoples.,0.2732,god works wonders displayed might among peoples,4,Victory and Power
77,15,"With your strong arm you redeemed your people, the descendants of Jacob and Joseph.Selah",0.6808,strong arm redeemed people descendants jacob,2,Protection and Authority
77,16,"When the waters saw you, O God, when the waters saw you, they were afraid; the very deep trembled.",-0.0717,waters saw god waters saw afraid deep trembled,1,Poetic Metaphors
77,17,The clouds poured out water; the skies thundered; your arrows flashed on every side.,0.0,clouds poured water skies thundered arrows flashed every side,1,Poetic Metaphors
77,18,The crash of your thunder was in the whirlwind; your lightnings lit up the world; the earth trembled and shook.,-0.6369,crash thunder whirlwind lightnings lit world earth trembled shook,1,Poetic Metaphors
77,19,"Your way was through the sea, your path, through the mighty waters; yet your footprints were unseen.",0.0,way sea path mighty waters yet footprints unseen,1,Poetic Metaphors
77,20,You led your people like a flock by the hand of Moses and Aaron.,0.6908,led people like flock hand moses aaron,2,Protection and Authority
78,1,"Give ear, O my people, to my teaching; incline your ears to the words of my mouth.",0.0,give ear people teaching incline ears words mouth,1,Poetic Metaphors
78,2,"I will open my mouth in a parable; I will utter dark sayings from of old,",0.0,open mouth parable utter dark sayings old,3,Judgment & Righteousness
78,3,"things that we have heard and known, that our ancestors have told us.",0.0,things heard known ancestors told us,1,Poetic Metaphors
78,4,"We will not hide them from their children; we will tell to the coming generation the glorious deeds of the Lord, and his might, and the wonders that he has done.",0.6925,hide children tell coming generation glorious deeds lord might wonders done,4,Victory and Power
78,5,"He established a decree in Jacob, and appointed a law in Israel, which he commanded our ancestors to teach to their children;",0.0,established decree jacob appointed law israel commanded ancestors teach children,2,Protection and Authority
78,6,"that the next generation might know them, the children yet unborn, and rise up and tell them to their children,",0.0,next generation might know children yet unborn rise tell children,1,Poetic Metaphors
78,7,"so that they should set their hope in God, and not forget the works of God, but keep his commandments;",0.524,set hope god forget works god keep commandments,0,Hopefulness
78,8,"and that they should not be like their ancestors, a stubborn and rebellious generation, a generation whose heart was not steadfast, whose spirit was not faithful to God.",-0.7421,like ancestors stubborn rebellious generation generation whose heart steadfast whose spirit faithful god,0,Hopefulness
78,9,"The Ephraimites, armed with the bow, turned back on the day of battle.",-0.3818,ephraimites armed bow turned back day battle,1,Poetic Metaphors
78,10,"They did not keep God’s covenant, but refused to walk according to his law.",-0.4215,keep god covenant refused walk according law,2,Protection and Authority
78,11,"They forgot what he had done, and the miracles that he had shown them.",0.0,forgot done miracles shown,1,Poetic Metaphors
78,12,"In the sight of their ancestors he worked marvels in the land of Egypt, in the fields of Zoan.",0.4588,sight ancestors worked marvels land egypt fields zoan,2,Protection and Authority
78,13,"He divided the sea and let them pass through it, and made the waters stand like a heap.",0.3612,divided sea let pass made waters stand like heap,1,Poetic Metaphors
78,14,"In the daytime he led them with a cloud, and all night long with a fiery light.",-0.34,daytime led cloud night long fiery light,1,Poetic Metaphors
78,15,"He split rocks open in the wilderness, and gave them drink abundantly as from the deep.",0.0,split rocks open wilderness gave drink abundantly deep,1,Poetic Metaphors
78,16,"He made streams come out of the rock, and caused waters to flow down like rivers.",0.3612,made streams come rock caused waters flow like rivers,1,Poetic Metaphors
78,17,"Yet they sinned still more against him, rebelling against the Most High in the desert.",-0.3321,yet sinned still rebelling high desert,3,Judgment & Righteousness
78,18,They tested God in their heart by demanding the food they craved.,0.6597,tested god heart demanding food craved,0,Hopefulness
78,19,"They spoke against God, saying, “Can God spread a table in the wilderness?",0.4939,spoke god saying god spread table wilderness,4,Victory and Power
78,20,"Even though he struck the rock so that water gushed out and torrents overflowed, can he also give bread, or provide meat for his people?”",-0.25,even though struck rock water gushed torrents overflowed also give bread provide meat people,1,Poetic Metaphors
78,21,"Therefore, when the Lord heard, he was full of rage; a fire was kindled against Jacob, his anger mounted against Israel,",-0.8658,therefore lord heard full rage fire kindled jacob anger mounted israel,2,Protection and Authority
78,22,"because they had no faith in God, and did not trust his saving power.",-0.4468,faith god trust saving power,0,Hopefulness
78,23,"Yet he commanded the skies above, and opened the doors of heaven;",0.5106,yet commanded skies opened doors heaven,4,Victory and Power
78,24,"he rained down on them manna to eat, and gave them the grain of heaven.",0.5106,rained manna eat gave grain heaven,1,Poetic Metaphors
78,25,Mortals ate of the bread of angels; he sent them food in abundance.,0.0,mortals ate bread angels sent food abundance,2,Protection and Authority
78,26,"He caused the east wind to blow in the heavens, and by his power he led out the south wind;",0.4019,caused east wind blow heavens power led south wind,1,Poetic Metaphors
78,27,"he rained flesh upon them like dust, winged birds like the sand of the seas;",0.6124,rained flesh upon like dust winged birds like sand seas,1,Poetic Metaphors
78,28,"he let them fall within their camp, all around their dwellings.",0.0,let fall within camp around dwellings,1,Poetic Metaphors
78,29,"And they ate and were well filled, for he gave them what they craved.",0.2732,ate well filled gave craved,1,Poetic Metaphors
78,30,"But before they had satisfied their craving, while the food was still in their mouths,",0.5719,satisfied craving food still mouths,0,Hopefulness
78,31,"the anger of God rose against them and he killed the strongest of them, and laid low the flower of Israel.",-0.743,anger god rose killed strongest laid low flower israel,2,Protection and Authority
78,32,In spite of all this they still sinned; they did not believe in his wonders.,-0.5267,spite still sinned believe wonders,3,Judgment & Righteousness
78,33,"So he made their days vanish like a breath, and their years in terror.",-0.2263,made days vanish like breath years terror,1,Poetic Metaphors
78,34,"When he killed them, they sought for him; they repented and sought God earnestly.",-0.5267,killed sought repented sought god earnestly,3,Judgment & Righteousness
78,35,"They remembered that God was their rock, the Most High God their redeemer.",0.539,remembered god rock high god redeemer,4,Victory and Power
78,36,But they flattered him with their mouths; they lied to him with their tongues.,0.0,flattered mouths lied tongues,3,Judgment & Righteousness
78,37,Their heart was not steadfast toward him; they were not true to his covenant.,0.2796,heart steadfast toward true covenant,0,Hopefulness
78,38,"Yet he, being compassionate, forgave their iniquity, and did not destroy them; often he restrained his anger, and did not stir up all his wrath.",0.5789,yet compassionate forgave iniquity destroy often restrained anger stir wrath,3,Judgment & Righteousness
78,39,"He remembered that they were but flesh, a wind that passes and does not come again.",0.0,remembered flesh wind passes come,1,Poetic Metaphors
78,40,How often they rebelled against him in the wilderness and grieved him in the desert!,-0.6476,often rebelled wilderness grieved desert,1,Poetic Metaphors
78,41,"They tested God again and again, and provoked the Holy One of Israel.",0.0,tested god provoked holy one israel,2,Protection and Authority
78,42,"They did not keep in mind his power, or the day when he redeemed them from the foe;",-0.1531,keep mind power day redeemed foe,3,Judgment & Righteousness
78,43,"when he displayed his signs in Egypt, and his miracles in the fields of Zoan.",0.0,displayed signs egypt miracles fields zoan,2,Protection and Authority
78,44,"He turned their rivers to blood, so that they could not drink of their streams.",0.0,turned rivers blood could drink streams,1,Poetic Metaphors
78,45,"He sent among them swarms of flies, which devoured them, and frogs, which destroyed them.",-0.4939,sent among swarms flies devoured frogs destroyed,1,Poetic Metaphors
78,46,"He gave their crops to the caterpillar, and the fruit of their labor to the locust.",0.0,gave crops caterpillar fruit labor locust,1,Poetic Metaphors
78,47,"He destroyed their vines with hail, and their sycamores with frost.",-0.4404,destroyed vines hail sycamores frost,1,Poetic Metaphors
78,48,"He gave over their cattle to the hail, and their flocks to thunderbolts.",0.0772,gave cattle hail flocks thunderbolts,1,Poetic Metaphors
78,49,"He let loose on them his fierce anger, wrath, indignation, and distress, a company of destroying angels.",-0.9468,let loose fierce anger wrath indignation distress company destroying angels,3,Judgment & Righteousness
78,50,"He made a path for his anger; he did not spare them from death, but gave their lives over to the plague.",-0.5859,made path anger spare death gave lives plague,3,Judgment & Righteousness
78,51,"He struck all the firstborn in Egypt, the first issue of their strength in the tents of Ham.",0.296,struck firstborn egypt first issue strength tents ham,2,Protection and Authority
78,52,"Then he led out his people like sheep, and guided them in the wilderness like a flock.",0.6124,led people like sheep guided wilderness like flock,1,Poetic Metaphors
78,53,"He led them in safety, so that they were not afraid; but the sea overwhelmed their enemies.",-0.4767,led safety afraid sea overwhelmed enemies,1,Poetic Metaphors
78,54,"And he brought them to his holy hill, to the mountain that his right hand had won.",0.7845,brought holy hill mountain right hand,2,Protection and Authority
78,55,He drove out nations before them; he apportioned them for a possession and settled the tribes of Israel in their tents.,0.0,drove nations apportioned possession settled tribes israel tents,2,Protection and Authority
78,56,"Yet they tested the Most High God, and rebelled against him. They did not observe his decrees,",0.0972,yet tested high god rebelled observe decrees,4,Victory and Power
78,57,but turned away and were faithless like their ancestors; they twisted like a treacherous bow.,0.6124,turned away faithless like ancestors twisted like treacherous bow,3,Judgment & Righteousness
78,58,For they provoked him to anger with their high places; they moved him to jealousy with their idols.,-0.7964,provoked anger high places moved jealousy idols,3,Judgment & Righteousness
78,59,"When God heard, he was full of wrath, and he utterly rejected Israel.",-0.3597,god heard full wrath utterly rejected israel,2,Protection and Authority
78,60,"He abandoned his dwelling at Shiloh, the tent where he dwelt among mortals,",-0.4404,abandoned dwelling shiloh tent dwelt among mortals,1,Poetic Metaphors
78,61,"and delivered his power to captivity, his glory to the hand of the foe.",0.5859,delivered power captivity glory hand foe,3,Judgment & Righteousness
78,62,"He gave his people to the sword, and vented his wrath on his heritage.",0.0,gave people sword vented wrath heritage,3,Judgment & Righteousness
78,63,"Fire devoured their young men, and their girls had no marriage song.",-0.5574,fire devoured young men girls marriage song,1,Poetic Metaphors
78,64,"Their priests fell by the sword, and their widows made no lamentation.",0.2584,priests fell sword widows made lamentation,3,Judgment & Righteousness
78,65,"Then the Lord awoke as from sleep, like a warrior shouting because of wine.",0.3612,lord awoke sleep like warrior shouting wine,4,Victory and Power
78,66,He put his adversaries to rout; he put them to everlasting disgrace.,-0.6369,put adversaries rout put everlasting disgrace,3,Judgment & Righteousness
78,67,"He rejected the tent of Joseph, he did not choose the tribe of Ephraim;",-0.5106,rejected tent joseph choose tribe ephraim,2,Protection and Authority
78,68,"but he chose the tribe of Judah, Mount Zion, which he loves.",0.7227,chose tribe judah mount zion loves,2,Protection and Authority
78,69,"He built his sanctuary like the high heavens, like the earth, which he has founded forever.",0.7717,built sanctuary like high heavens like earth founded forever,2,Protection and Authority
78,70,"He chose his servant David, and took him from the sheepfolds;",0.0,chose servant david took sheepfolds,2,Protection and Authority
78,71,"from tending the nursing ewes he brought him to be the shepherd of his people Jacob, of Israel, his inheritance.",0.0,tending nursing ewes brought shepherd people jacob israel inheritance,2,Protection and Authority
78,72,"With upright heart he tended them, and guided them with skillful hand.",0.8126,upright heart tended guided skillful hand,1,Poetic Metaphors
79,1,"O God, the nations have come into your inheritance; they have defiled your holy temple; they have laid Jerusalem in ruins.",-0.2023,god nations come inheritance defiled holy temple laid jerusalem ruins,2,Protection and Authority
79,2,"They have given the bodies of your servants to the birds of the air for food, the flesh of your faithful to the wild animals of the earth.",0.4404,given bodies servants birds air food flesh faithful wild animals earth,1,Poetic Metaphors
79,3,"They have poured out their blood like water all around Jerusalem, and there was no one to bury them.",0.0772,poured blood like water around jerusalem one bury,2,Protection and Authority
79,4,"We have become a taunt to our neighbors, mocked and derided by those around us.",-0.4767,become taunt neighbors mocked derided around us,3,Judgment & Righteousness
79,5,"How long, O Lord? Will you be angry forever? Will your jealous wrath burn like fire?",-0.7744,long lord angry forever jealous wrath burn like fire,3,Judgment & Righteousness
79,6,"Pour out your anger on the nations that do not know you, and on the kingdoms that do not call on your name.",-0.5719,pour anger nations know kingdoms call name,2,Protection and Authority
79,7,For they have devoured Jacob and laid waste his habitation.,-0.4215,devoured jacob laid waste habitation,2,Protection and Authority
79,8,"Do not remember against us the iniquities of our ancestors; let your compassion come speedily to meet us, for we are brought very low.",0.1548,remember us iniquities ancestors let compassion come speedily meet us brought low,3,Judgment & Righteousness
79,9,"Help us, O God of our salvation, for the glory of your name; deliver us, and forgive our sins, for your name’s sake.",0.7506,help us god salvation glory name deliver us forgive sins name sake,0,Hopefulness
79,10,"Why should the nations say, “Where is their God?” Let the avenging of the outpoured blood of your servants be known among the nations before our eyes.",0.0,nations say god let avenging outpoured blood servants known among nations eyes,3,Judgment & Righteousness
79,11,Let the groans of the prisoners come before you; according to your great power preserve those doomed to die.,-0.8074,let groans prisoners come according great power preserve doomed die,3,Judgment & Righteousness
79,12,"Return sevenfold into the bosom of our neighbors the taunts with which they taunted you, O Lord!",0.0,return sevenfold bosom neighbors taunts taunted lord,1,Poetic Metaphors
79,13,"Then we your people, the flock of your pasture, will give thanks to you forever; from generation to generation we will recount your praise.",0.7579,people flock pasture give thanks forever generation generation recount praise,0,Hopefulness
80,1,"Give ear, O Shepherd of Israel, you who lead Joseph like a flock! You who are enthroned upon the cherubim, shine forth",0.4199,give ear shepherd israel lead joseph like flock enthroned upon cherubim shine forth,2,Protection and Authority
80,2,"before Ephraim and Benjamin and Manasseh. Stir up your might, and come to save us!",0.5411,ephraim benjamin manasseh stir might come save us,1,Poetic Metaphors
80,3,"Restore us, O God; let your face shine, that we may be saved.",0.7269,restore us god let face shine may saved,0,Hopefulness
80,4,"O Lord God of hosts, how long will you be angry with your people’s prayers?",-0.296,lord god hosts long angry people prayers,4,Victory and Power
80,5,"You have fed them with the bread of tears, and given them tears to drink in full measure.",-0.4215,fed bread tears given tears drink full measure,1,Poetic Metaphors
80,6,You make us the scorn of our neighbors; our enemies laugh among themselves.,-0.3182,make us scorn neighbors enemies laugh among,3,Judgment & Righteousness
80,7,"Restore us, O God of hosts; let your face shine, that we may be saved.",0.7269,restore us god hosts let face shine may saved,4,Victory and Power
80,8,You brought a vine out of Egypt; you drove out the nations and planted it.,0.0,brought vine egypt drove nations planted,2,Protection and Authority
80,9,You cleared the ground for it; it took deep root and filled the land.,0.1027,cleared ground took deep root filled land,1,Poetic Metaphors
80,10,"The mountains were covered with its shade, the mighty cedars with its branches;",0.0,mountains covered shade mighty cedars branches,1,Poetic Metaphors
80,11,"it sent out its branches to the sea, and its shoots to the River.",0.0,sent branches sea shoots river,1,Poetic Metaphors
80,12,"Why then have you broken down its walls, so that all who pass along the way pluck its fruit?",-0.4767,broken walls pass along way pluck fruit,1,Poetic Metaphors
80,13,"The boar from the forest ravages it, and all that move in the field feed on it.",0.0,boar forest ravages move field feed,1,Poetic Metaphors
80,14,"Turn again, O God of hosts; look down from heaven, and see; have regard for this vine,",0.6597,turn god hosts look heaven see regard vine,4,Victory and Power
80,15,the stock that your right hand planted.,0.4939,stock right hand planted,1,Poetic Metaphors
80,16,"They have burned it with fire, they have cut it down; may they perish at the rebuke of your countenance.",-0.5423,burned fire cut may perish rebuke countenance,1,Poetic Metaphors
80,17,"But let your hand be upon the one at your right hand, the one whom you made strong for yourself.",0.9331,let hand upon one right hand one made strong,1,Poetic Metaphors
80,18,"Then we will never turn back from you; give us life, and we will call on your name.",0.0,never turn back give us life call name,1,Poetic Metaphors
80,19,"Restore us, O Lord God of hosts; let your face shine, that we may be saved.",0.7269,restore us lord god hosts let face shine may saved,4,Victory and Power
81,1,Sing aloud to God our strength; shout for joy to the God of Jacob.,0.8807,sing aloud god strength shout joy god jacob,4,Victory and Power
81,2,"Raise a song, sound the tambourine, the sweet lyre with the harp.",0.4588,raise song sound tambourine sweet lyre harp,1,Poetic Metaphors
81,3,"Blow the trumpet at the new moon, at the full moon, on our festal day.",0.0,blow trumpet new moon full moon festal day,1,Poetic Metaphors
81,4,"For it is a statute for Israel, an ordinance of the God of Jacob.",0.2732,statute israel ordinance god jacob,2,Protection and Authority
81,5,"He made it a decree in Joseph, when he went out over the land of Egypt. I hear a voice I had not known:",0.0,made decree joseph went land egypt hear voice known,2,Protection and Authority
81,6,“I relieved your shoulder of the burden; your hands were freed from the basket.,0.34,relieved shoulder burden hands freed basket,1,Poetic Metaphors
81,7,"In distress you called, and I rescued you; I answered you in the secret place of thunder; I tested you at the waters of Meribah.Selah",-0.1531,distress called rescued answered secret place thunder tested waters,1,Poetic Metaphors
81,8,"Hear, O my people, while I admonish you; O Israel, if you would but listen to me!",0.0,hear people admonish israel would listen,2,Protection and Authority
81,9,There shall be no strange god among you; you shall not bow down to a foreign god.,0.2211,shall strange god among shall bow foreign god,4,Victory and Power
81,10,"I am the Lord your God, who brought you up out of the land of Egypt. Open your mouth wide and I will fill it.",0.2732,lord god brought land egypt open mouth wide fill,2,Protection and Authority
81,11,“But my people did not listen to my voice; Israel would not submit to me.,0.0,people listen voice israel would submit,2,Protection and Authority
81,12,"So I gave them over to their stubborn hearts, to follow their own counsels.",0.3818,gave stubborn hearts follow counsels,0,Hopefulness
81,13,"O that my people would listen to me, that Israel would walk in my ways!",0.0,people would listen israel would walk ways,2,Protection and Authority
81,14,"Then I would quickly subdue their enemies, and turn my hand against their foes.",-0.4588,would quickly subdue enemies turn hand foes,1,Poetic Metaphors
81,15,"Those who hate the Lord would cringe before him, and their doom would last forever.",-0.7506,hate lord would cringe doom would last forever,4,Victory and Power
81,16,"I would feed you with the finest of the wheat, and with honey from the rock I would satisfy you.”",0.4588,would feed finest wheat honey rock would satisfy,1,Poetic Metaphors
82,1,God has taken his place in the divine council; in the midst of the gods he holds judgment:,0.6908,god taken place divine council midst gods holds judgment,4,Victory and Power
82,2,“How long will you judge unjustly and show partiality to the wicked?Selah,0.0,long judge unjustly show partiality wicked selah,3,Judgment & Righteousness
82,3,Give justice to the weak and the orphan; maintain the right of the lowly and the destitute.,-0.128,give justice weak orphan maintain right lowly destitute,3,Judgment & Righteousness
82,4,Rescue the weak and the needy; deliver them from the hand of the wicked.”,0.296,rescue weak needy deliver hand wicked,3,Judgment & Righteousness
82,5,"They have neither knowledge nor understanding, they walk around in darkness; all the foundations of the earth are shaken.",-0.3182,neither knowledge understanding walk around darkness foundations earth shaken,1,Poetic Metaphors
82,6,"I say, “You are gods, children of the Most High, all of you;",0.0,say gods children high,4,Victory and Power
82,7,"nevertheless, you shall die like mortals, and fall like any prince.”",0.0258,nevertheless shall die like mortals fall like prince,0,Hopefulness
82,8,"Rise up, O God, judge the earth; for all the nations belong to you!",0.3382,rise god judge earth nations belong,4,Victory and Power
83,1,"O God, do not keep silence; do not hold your peace or be still, O God!",0.1635,god keep silence hold peace still god,4,Victory and Power
83,2,Even now your enemies are in tumult; those who hate you have raised their heads.,-0.7845,even enemies tumult hate raised heads,3,Judgment & Righteousness
83,3,They lay crafty plans against your people; they consult together against those you protect.,0.3818,lay crafty plans people consult together protect,1,Poetic Metaphors
83,4,"They say, “Come, let us wipe them out as a nation; let the name of Israel be remembered no more.”",-0.296,say come let us wipe nation let name israel remembered,2,Protection and Authority
83,5,They conspire with one accord; against you they make a covenant—,0.0,conspire one accord make,1,Poetic Metaphors
83,6,"the tents of Edom and the Ishmaelites, Moab and the Hagrites,",0.0,tents edom ishmaelites moab hagrites,1,Poetic Metaphors
83,7,"Gebal and Ammon and Amalek, Philistia with the inhabitants of Tyre;",0.0,gebal ammon amalek philistia inhabitants tyre,2,Protection and Authority
83,8,Assyria also has joined them; they are the strong arm of the children of Lot.Selah,0.5106,assyria also joined strong arm children,2,Protection and Authority
83,9,"Do to them as you did to Midian, as to Sisera and Jabin at the Wadi Kishon,",0.0,midian sisera jabin wadi kishon,1,Poetic Metaphors
83,10,"who were destroyed at En-dor, who became dung for the ground.",-0.4939,destroyed became dung ground,1,Poetic Metaphors
83,11,"Make their nobles like Oreb and Zeeb, all their princes like Zebah and Zalmunna,",0.6124,make nobles like oreb zeeb princes like zebah zalmunna,2,Protection and Authority
83,12,"who said, “Let us take the pastures of God for our own possession.”",0.2732,said let us take pastures god possession,4,Victory and Power
83,13,"O my God, make them like whirling dust, like chaff before the wind.",0.7269,god make like whirling dust like chaff wind,1,Poetic Metaphors
83,14,"As fire consumes the forest, as the flame sets the mountains ablaze,",-0.34,fire consumes forest flame sets mountains ablaze,1,Poetic Metaphors
83,15,so pursue them with your tempest and terrify them with your hurricane.,-0.5106,pursue tempest terrify hurricane,1,Poetic Metaphors
83,16,"Fill their faces with shame, so that they may seek your name, O Lord.",-0.4767,fill faces shame may seek name lord,4,Victory and Power
83,17,Let them be put to shame and dismayed forever; let them perish in disgrace.,-0.8481,let put shame dismayed forever let perish disgrace,3,Judgment & Righteousness
83,18,"Let them know that you alone, whose name is the Lord, are the Most High over all the earth.",-0.25,let know alone whose name lord high earth,4,Victory and Power
84,1,"How lovely is your dwelling place, O Lord of hosts!",0.636,lovely dwelling place lord hosts,4,Victory and Power
84,2,"My soul longs, indeed it faints for the courts of the Lord; my heart and my flesh sing for joy to the living God.",0.8779,soul longs indeed faints courts lord heart flesh sing joy living god,0,Hopefulness
84,3,"Even the sparrow finds a home, and the swallow a nest for herself, where she may lay her young, at your altars, O Lord of hosts, my King and my God.",0.2732,even sparrow finds home swallow nest may lay young altars lord hosts king god,4,Victory and Power
84,4,"Happy are those who live in your house, ever singing your praise.Selah",0.5719,happy live house ever singing,1,Poetic Metaphors
84,5,"Happy are those whose strength is in you, in whose heart are the highways to Zion.",0.9022,happy whose strength whose heart highways zion,2,Protection and Authority
84,6,As they go through the valley of Baca they make it a place of springs; the early rain also covers it with pools.,0.0,go valley baca make place springs early rain also covers pools,1,Poetic Metaphors
84,7,They go from strength to strength; the God of gods will be seen in Zion.,0.8176,go strength strength god gods seen zion,2,Protection and Authority
84,8,"O Lord God of hosts, hear my prayer; give ear, O God of Jacob!Selah",0.5411,lord god hosts hear prayer give ear god jacob selah,4,Victory and Power
84,9,"Behold our shield, O God; look on the face of your anointed.",0.2732,behold shield god look face anointed,4,Victory and Power
84,10,For a day in your courts is better than a thousand elsewhere. I would rather be a doorkeeper in the house of my God than live in the tents of wickedness.,0.2263,day courts better thousand elsewhere would rather doorkeeper house god live tents wickedness,3,Judgment & Righteousness
84,11,For the Lord God is a sun and shield; he bestows favor and honor. No good thing does the Lord withhold from those who walk uprightly.,0.6802,lord god sun shield bestows favor honor good thing lord withhold walk uprightly,4,Victory and Power
84,12,"O Lord of hosts, happy is everyone who trusts in you.",0.7783,lord hosts happy everyone trusts,4,Victory and Power
85,1,"Lord, you were favorable to your land; you restored the fortunes of Jacob.",0.6705,lord favorable land restored fortunes jacob,2,Protection and Authority
85,2,You forgave the iniquity of your people; you pardoned all their sin.Selah,0.5106,forgave iniquity people pardoned,3,Judgment & Righteousness
85,3,You withdrew all your wrath; you turned from your hot anger.,-0.5719,withdrew wrath turned hot anger,3,Judgment & Righteousness
85,4,"Restore us again, O God of our salvation, and put away your indignation toward us.",-0.0258,restore us god salvation put away indignation toward us,0,Hopefulness
85,5,Will you be angry with us forever? Will you prolong your anger to all generations?,-0.8105,angry us forever prolong anger generations,3,Judgment & Righteousness
85,6,"Will you not revive us again, so that your people may rejoice in you?",0.2177,revive us people may rejoice,0,Hopefulness
85,7,"Show us your steadfast love, O Lord, and grant us your salvation.",0.8271,show us steadfast love lord grant us salvation,0,Hopefulness
85,8,"Let me hear what God the Lord will speak, for he will speak peace to his people, to his faithful, to those who turn to him in their hearts.",0.9153,let hear god lord speak speak peace people faithful turn hearts,0,Hopefulness
85,9,"Surely his salvation is at hand for those who fear him, that his glory may dwell in our land.",0.7845,surely salvation hand fear glory may dwell land,0,Hopefulness
85,10,Steadfast love and faithfulness will meet; righteousness and peace will kiss each other.,0.9371,steadfast love faithfulness meet righteousness peace kiss,0,Hopefulness
85,11,"Faithfulness will spring up from the ground, and righteousness will look down from the sky.",0.4404,faithfulness spring ground righteousness look sky,0,Hopefulness
85,12,"The Lord will give what is good, and our land will yield its increase.",0.6369,lord give good land yield increase,4,Victory and Power
85,13,"Righteousness will go before him, and will make a path for his steps.",0.0,righteousness go make path steps,0,Hopefulness
86,1,"Incline your ear, O Lord, and answer me, for I am poor and needy.",-0.6705,incline ear lord answer poor needy,4,Victory and Power
86,2,"Preserve my life, for I am devoted to you; save your servant who trusts in you. You are my God;",0.8779,preserve life devoted save servant trusts god,0,Hopefulness
86,3,"be gracious to me, O Lord, for to you do I cry all day long.",0.128,gracious lord cry day long,4,Victory and Power
86,4,"Gladden the soul of your servant, for to you, O Lord, I lift up my soul.",0.0,gladden soul servant lord lift soul,4,Victory and Power
86,5,"For you, O Lord, are good and forgiving, abounding in steadfast love to all who call on you.",0.9001,lord good forgiving abounding steadfast love call,0,Hopefulness
86,6,"Give ear, O Lord, to my prayer; listen to my cry of supplication.",-0.4767,give ear lord prayer listen cry supplication,4,Victory and Power
86,7,"In the day of my trouble I call on you, for you will answer me.",-0.4019,day trouble call answer,1,Poetic Metaphors
86,8,"There is none like you among the gods, O Lord, nor are there any works like yours.",0.1002,none like among gods lord works like,4,Victory and Power
86,9,"All the nations you have made shall come and bow down before you, O Lord, and shall glorify your name.",0.5719,nations made shall come bow lord shall glorify name,4,Victory and Power
86,10,For you are great and do wondrous things; you alone are God.,0.6369,great wondrous things alone god,4,Victory and Power
86,11,"Teach me your way, O Lord, that I may walk in your truth; give me an undivided heart to revere your name.",0.7579,teach way lord may walk truth give undivided heart revere name,0,Hopefulness
86,12,"I give thanks to you, O Lord my God, with my whole heart, and I will glorify your name forever.",0.9169,give thanks lord god whole heart glorify name forever,0,Hopefulness
86,13,For great is your steadfast love toward me; you have delivered my soul from the depths of Sheol.,0.8834,great steadfast love toward delivered soul depths sheol,0,Hopefulness
86,14,"O God, the insolent rise up against me; a band of ruffians seeks my life, and they do not set you before them.",0.2732,god insolent rise band ruffians seeks life set,4,Victory and Power
86,15,"But you, O Lord, are a God merciful and gracious, slow to anger and abounding in steadfast love and faithfulness.",0.9398,lord god merciful gracious slow anger abounding steadfast love faithfulness,0,Hopefulness
86,16,Turn to me and be gracious to me; give your strength to your servant; save the child of your serving girl.,0.875,turn gracious give strength servant save child serving girl,0,Hopefulness
86,17,"Show me a sign of your favor, so that those who hate me may see it and be put to shame, because you, Lord, have helped me and comforted me.",-0.3182,show sign favor hate may see put shame lord helped comforted,3,Judgment & Righteousness
87,1,On the holy mount stands the city he founded;,0.0,holy mount stands city founded,2,Protection and Authority
87,2,the Lord loves the gates of Zion more than all the dwellings of Jacob.,0.5719,lord loves gates zion dwellings jacob,2,Protection and Authority
87,3,"Glorious things are spoken of you, O city of God.Selah",0.6369,glorious things spoken city,1,Poetic Metaphors
87,4,"Among those who know me I mention Rahab and Babylon; Philistia too, and Tyre, with Ethiopia— “This one was born there,” they say.",0.0,among know mention rahab babylon philistia tyre one born say,2,Protection and Authority
87,5,"And of Zion it shall be said, “This one and that one were born in it”; for the Most High himself will establish it.",0.0,zion shall said one one born high establish,2,Protection and Authority
87,6,"The Lord records, as he registers the peoples, “This one was born there.”Selah",0.0,lord records registers peoples one born selah,2,Protection and Authority
87,7,"Singers and dancers alike say, “All my springs are in you.”",0.0,singers dancers alike say springs,1,Poetic Metaphors
88,1,"O Lord, God of my salvation, when, at night, I cry out in your presence,",-0.25,lord god salvation night cry presence,4,Victory and Power
88,2,let my prayer come before you; incline your ear to my cry.,-0.4767,let prayer come incline ear cry,4,Victory and Power
88,3,"For my soul is full of troubles, and my life draws near to Sheol.",-0.4588,soul full troubles life draws near sheol,0,Hopefulness
88,4,"I am counted among those who go down to the Pit; I am like those who have no help,",0.0624,counted among go pit like help,1,Poetic Metaphors
88,5,"like those forsaken among the dead, like the slain that lie in the grave, like those whom you remember no more, for they are cut off from your hand.",-0.128,like forsaken among dead like slain lie grave like remember cut hand,1,Poetic Metaphors
88,6,"You have put me in the depths of the Pit, in the regions dark and deep.",0.0,put depths pit regions dark deep,1,Poetic Metaphors
